#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2008 12 17 19 10 263  8.6 999 99.0 9999
2008 12 17 19 20 261  8.4 999 99.0 9999
2008 12 17 19 30 265  8.3 999 99.0 9999
2008 12 17 19 40 266  8.6 999 99.0 9999
2008 12 17 19 50 266  8.7 259 10.6 1939
2008 12 17 20 00 266  8.6 999 99.0 9999
2008 12 17 20 10 272  8.8 999 99.0 9999
2008 12 17 20 20 270  8.9 999 99.0 9999
2008 12 17 20 30 275  9.1 999 99.0 9999
2008 12 17 20 40 275  8.8 999 99.0 9999
2008 12 17 20 50 271  8.3 275 11.1 2022
2008 12 17 21 00 274  7.9 999 99.0 9999
2008 12 17 21 10 271  7.4 999 99.0 9999
2008 12 17 21 20 272  7.9 999 99.0 9999
2008 12 17 21 30 270  7.1 999 99.0 9999
2008 12 17 21 40 272  7.3 999 99.0 9999
2008 12 17 21 50 265  6.9 269  9.8 2110
2008 12 17 22 00 264  7.4 999 99.0 9999
2008 12 17 22 10 267  7.9 999 99.0 9999
2008 12 17 22 20 270  8.4 999 99.0 9999
2008 12 17 22 30 272  8.8 999 99.0 9999
2008 12 17 22 40 272  8.7 999 99.0 9999
2008 12 17 22 50 278  9.0 277 11.0 2243
2008 12 17 23 00 281  9.0 999 99.0 9999
2008 12 17 23 10 286  8.8 999 99.0 9999
2008 12 17 23 20 289  9.0 999 99.0 9999
2008 12 17 23 30 290  8.8 999 99.0 9999
2008 12 17 23 40 292  9.2 999 99.0 9999
2008 12 17 23 50 292  9.0 278 11.1 2256
2008 12 18 00 00 291  8.7 999 99.0 9999
2008 12 18 00 10 294  8.1 999 99.0 9999
2008 12 18 00 20 296  7.9 999 99.0 9999
2008 12 18 00 30 293  7.7 999 99.0 9999
2008 12 18 00 40 296  7.4 999 99.0 9999
2008 12 18 00 50 301  7.2 285 10.5 2351
2008 12 18 01 00 299  6.7 999 99.0 9999
2008 12 18 01 10 296  7.1 999 99.0 9999
2008 12 18 01 20 288  7.1 999 99.0 9999
2008 12 18 01 30 283  7.1 999 99.0 9999
2008 12 18 01 40 287  6.9 999 99.0 9999
2008 12 18 01 50 288  6.5 277  8.5 0126
2008 12 18 02 00 287  6.2 999 99.0 9999
2008 12 18 02 10 280  6.3 999 99.0 9999
2008 12 18 02 20 285  6.1 999 99.0 9999
2008 12 18 02 30 283  5.9 999 99.0 9999
2008 12 18 02 40 286  5.7 999 99.0 9999
2008 12 18 02 50 289  5.6 286  7.7 0155
2008 12 18 03 00 287  5.8 999 99.0 9999
2008 12 18 03 10 290  5.7 999 99.0 9999
2008 12 18 03 20 290  5.3 999 99.0 9999
2008 12 18 03 30 287  5.2 999 99.0 9999
2008 12 18 03 40 280  5.3 999 99.0 9999
2008 12 18 03 50 281  5.3 281  7.0 0252
2008 12 18 04 00 287  5.5 999 99.0 9999
2008 12 18 04 10 296  5.1 999 99.0 9999
2008 12 18 04 20 303  5.4 999 99.0 9999
2008 12 18 04 30 317  5.7 999 99.0 9999
2008 12 18 04 40 325  5.6 999 99.0 9999
2008 12 18 04 50 330  5.8 317  7.2 0433
2008 12 18 05 00 335  6.1 999 99.0 9999
2008 12 18 05 10 347  7.3 999 99.0 9999
2008 12 18 05 20 345  8.1 999 99.0 9999
2008 12 18 05 30 340  7.9 999 99.0 9999
2008 12 18 05 40 337  8.0 999 99.0 9999
2008 12 18 05 50 340  6.3 340  9.8 0532
2008 12 18 06 00 340  6.8 999 99.0 9999
2008 12 18 06 10 338  6.7 999 99.0 9999
2008 12 18 06 20 346  6.5 999 99.0 9999
2008 12 18 06 30 343  6.1 999 99.0 9999
2008 12 18 06 40 345  6.3 999 99.0 9999
2008 12 18 06 50 344  6.4 351  8.7 0611
2008 12 18 07 00 347  6.8 999 99.0 9999
2008 12 18 07 10 348  6.7 999 99.0 9999
2008 12 18 07 20 346  6.9 999 99.0 9999
2008 12 18 07 30 339  6.8 999 99.0 9999
2008 12 18 07 40 343  7.2 999 99.0 9999
2008 12 18 07 50 343  7.2 335  9.4 0745
2008 12 18 08 00 343  6.7 999 99.0 9999
2008 12 18 08 10 332  6.3 999 99.0 9999
2008 12 18 08 20 332  6.8 999 99.0 9999
2008 12 18 08 30 337  6.5 999 99.0 9999
2008 12 18 08 40 336  6.8 999 99.0 9999
2008 12 18 08 50 341  6.9 352  8.9 0753
2008 12 18 09 00 342  6.8 999 99.0 9999
2008 12 18 09 10 344  6.1 999 99.0 9999
2008 12 18 09 20 349  5.3 999 99.0 9999
2008 12 18 09 30 339  4.8 999 99.0 9999
2008 12 18 09 40 340  5.3 999 99.0 9999
2008 12 18 09 50 333  5.3 349  8.2 0859
2008 12 18 10 00 335  4.8 999 99.0 9999
2008 12 18 10 10 332  5.2 999 99.0 9999
2008 12 18 10 20 341  4.7 999 99.0 9999
2008 12 18 10 30 341  3.8 999 99.0 9999
2008 12 18 10 40 327  3.5 999 99.0 9999
2008 12 18 10 50 336  3.6 323  6.7 0950
2008 12 18 11 00 338  3.3 999 99.0 9999
2008 12 18 11 10 336  2.9 999 99.0 9999
2008 12 18 11 20 332  3.3 999 99.0 9999
2008 12 18 11 30 333  3.2 999 99.0 9999
2008 12 18 11 40 354  3.0 999 99.0 9999
2008 12 18 11 50 346  3.5 347  4.7 1119
2008 12 18 12 00  11  2.4 999 99.0 9999
2008 12 18 12 10  18  2.5 999 99.0 9999
2008 12 18 12 20   4  1.7 999 99.0 9999
2008 12 18 12 30 350  2.2 999 99.0 9999
2008 12 18 12 40 342  3.2 999 99.0 9999
2008 12 18 12 50 357  3.0 330  4.4 1233
2008 12 18 13 00   5  3.2 999 99.0 9999
2008 12 18 13 10   2  3.3 999 99.0 9999
2008 12 18 13 20   1  2.4 999 99.0 9999
2008 12 18 13 30 341  2.5 999 99.0 9999
2008 12 18 13 40 340  2.8 999 99.0 9999
2008 12 18 13 50 328  3.5 335  5.2 1349
2008 12 18 14 00 321  4.0 999 99.0 9999
2008 12 18 14 10 319  4.1 999 99.0 9999
2008 12 18 14 20 324  4.6 999 99.0 9999
2008 12 18 14 30 317  4.5 999 99.0 9999
2008 12 18 14 40 315  5.3 999 99.0 9999
2008 12 18 14 50 321  5.1 313  7.0 1435
2008 12 18 15 00 327  5.1 999 99.0 9999
2008 12 18 15 10 327  4.3 999 99.0 9999
2008 12 18 15 20 322  4.2 999 99.0 9999
2008 12 18 15 30 322  3.5 999 99.0 9999
2008 12 18 15 40 314  2.6 999 99.0 9999
2008 12 18 15 50 316  2.7 315  6.5 1457
2008 12 18 16 00 299  2.4 999 99.0 9999
2008 12 18 16 10 296  2.1 999 99.0 9999
2008 12 18 16 20 294  3.0 999 99.0 9999
2008 12 18 16 30 295  3.2 999 99.0 9999
2008 12 18 16 40 278  3.0 999 99.0 9999
2008 12 18 16 50 262  2.4 315  4.3 1625
2008 12 18 17 00 270  2.8 999 99.0 9999
2008 12 18 17 10 278  3.4 999 99.0 9999
2008 12 18 17 20 299  3.7 999 99.0 9999
2008 12 18 17 30 303  3.6 999 99.0 9999
2008 12 18 17 40 306  3.8 999 99.0 9999
2008 12 18 17 50 312  4.3 315  5.4 1745
2008 12 18 18 00 310  4.1 999 99.0 9999
2008 12 18 18 10 307  3.3 999 99.0 9999
2008 12 18 18 20 306  3.1 999 99.0 9999
2008 12 18 18 30 316  3.9 999 99.0 9999
2008 12 18 18 40 323  3.9 999 99.0 9999
2008 12 18 18 50 314  3.6 324  5.4 1752
2008 12 18 19 00 311  3.5 999 99.0 9999
2008 12 18 19 10 318  3.8 999 99.0 9999
2008 12 18 19 20 318  3.9 999 99.0 9999
2008 12 18 19 30 313  3.8 999 99.0 9999
2008 12 18 19 40 310  3.7 999 99.0 9999
2008 12 18 19 50 300  3.7 307  5.3 1910
2008 12 18 20 00 294  3.5 999 99.0 9999
2008 12 18 20 10 299  3.7 999 99.0 9999
2008 12 18 20 20 303  3.7 999 99.0 9999
2008 12 18 20 30 296  3.3 999 99.0 9999
2008 12 18 20 40 295  3.0 999 99.0 9999
2008 12 18 20 50 294  2.6 306  4.7 2003
2008 12 18 21 00 292  2.7 999 99.0 9999
2008 12 18 21 10 295  2.7 999 99.0 9999
2008 12 18 21 20 286  2.4 999 99.0 9999
2008 12 18 21 30 288  2.7 999 99.0 9999
2008 12 18 21 40 286  3.2 999 99.0 9999
2008 12 18 21 50 278  3.3 277  4.5 2140
2008 12 18 22 00 275  3.3 999 99.0 9999
2008 12 18 22 10 278  3.2 999 99.0 9999
2008 12 18 22 20 278  3.3 999 99.0 9999
2008 12 18 22 30 265  3.1 999 99.0 9999
2008 12 18 22 40 273  3.1 999 99.0 9999
2008 12 18 22 50 261  2.9 275  4.8 2217
2008 12 18 23 00 256  3.0 999 99.0 9999
2008 12 18 23 10 252  3.2 999 99.0 9999
2008 12 18 23 20 251  3.2 999 99.0 9999
2008 12 18 23 30 246  3.5 999 99.0 9999
2008 12 18 23 40 243  3.8 999 99.0 9999
2008 12 18 23 50 244  3.9 243  5.0 2341
2008 12 19 00 00 249  3.9 999 99.0 9999
2008 12 19 00 10 248  4.0 999 99.0 9999
2008 12 19 00 20 249  3.9 999 99.0 9999
2008 12 19 00 30 250  3.9 999 99.0 9999
2008 12 19 00 40 256  3.7 999 99.0 9999
2008 12 19 00 50 261  4.1 253  5.1 0003
2008 12 19 01 00 259  3.8 999 99.0 9999
2008 12 19 01 10 260  4.0 999 99.0 9999
2008 12 19 01 20 248  4.0 999 99.0 9999
2008 12 19 01 30 245  4.2 999 99.0 9999
2008 12 19 01 40 238  4.2 999 99.0 9999
2008 12 19 01 50 242  4.0 264  5.4 0101
2008 12 19 02 00 241  3.4 999 99.0 9999
2008 12 19 02 10 240  3.3 999 99.0 9999
2008 12 19 02 20 245  3.2 999 99.0 9999
2008 12 19 02 30 243  3.3 999 99.0 9999
2008 12 19 02 40 242  3.3 999 99.0 9999
2008 12 19 02 50 241  3.5 228  4.7 0152
2008 12 19 03 00 242  3.7 999 99.0 9999
2008 12 19 03 10 245  3.3 999 99.0 9999
2008 12 19 03 20 257  3.1 999 99.0 9999
2008 12 19 03 30 269  2.8 999 99.0 9999
2008 12 19 03 40 280  3.1 999 99.0 9999
2008 12 19 03 50 294  3.0 237  4.5 0255
2008 12 19 04 00 293  3.3 999 99.0 9999
2008 12 19 04 10 302  3.6 999 99.0 9999
2008 12 19 04 20 308  3.9 999 99.0 9999
2008 12 19 04 30 306  4.4 999 99.0 9999
2008 12 19 04 40 302  4.7 999 99.0 9999
2008 12 19 04 50 292  4.6 283  5.7 0448
2008 12 19 05 00 288  4.6 999 99.0 9999
2008 12 19 05 10 293  4.2 999 99.0 9999
2008 12 19 05 20 290  4.3 999 99.0 9999
2008 12 19 05 30 291  4.5 999 99.0 9999
2008 12 19 05 40 296  4.4 999 99.0 9999
2008 12 19 05 50 297  4.2 294  5.9 0534
2008 12 19 06 00 294  4.4 999 99.0 9999
2008 12 19 06 10 300  3.9 999 99.0 9999
2008 12 19 06 20 293  3.4 999 99.0 9999
2008 12 19 06 30 290  3.6 999 99.0 9999
2008 12 19 06 40 290  3.7 999 99.0 9999
2008 12 19 06 50 293  3.3 300  5.5 0558
2008 12 19 07 00 292  3.5 999 99.0 9999
2008 12 19 07 10 299  3.4 999 99.0 9999
2008 12 19 07 20 294  3.3 999 99.0 9999
2008 12 19 07 30 292  3.7 999 99.0 9999
2008 12 19 07 40 284  4.1 999 99.0 9999
2008 12 19 07 50 287  4.0 278  5.9 0732
2008 12 19 08 00 306  4.1 999 99.0 9999
2008 12 19 08 10 309  4.2 999 99.0 9999
2008 12 19 08 20 312  3.9 999 99.0 9999
2008 12 19 08 30 312  3.4 999 99.0 9999
2008 12 19 08 40 336  3.2 999 99.0 9999
2008 12 19 08 50 347  3.0 303  5.2 0757
2008 12 19 09 00 339  3.1 999 99.0 9999
2008 12 19 09 10 347  2.8 999 99.0 9999
2008 12 19 09 20 358  2.9 999 99.0 9999
2008 12 19 09 30   2  3.1 999 99.0 9999
2008 12 19 09 40  16  3.7 999 99.0 9999
2008 12 19 09 50  23  3.4  28  4.8 0850
2008 12 19 10 00  23  4.4 999 99.0 9999
2008 12 19 10 10  27  5.8 999 99.0 9999
2008 12 19 10 20  35  5.4 999 99.0 9999
2008 12 19 10 30  35  5.4 999 99.0 9999
2008 12 19 10 40  39  5.4 999 99.0 9999
2008 12 19 10 50  43  5.7  41  8.1 1045
2008 12 19 11 00  45  6.4 999 99.0 9999
2008 12 19 11 10  56  6.7 999 99.0 9999
2008 12 19 11 20  55  6.8 999 99.0 9999
2008 12 19 11 30  58  7.3 999 99.0 9999
2008 12 19 11 40  60  7.8 999 99.0 9999
2008 12 19 11 50  59  8.1  61 10.1 1149
2008 12 19 12 00  58  8.5 999 99.0 9999
2008 12 19 12 10  61  8.3 999 99.0 9999
2008 12 19 12 20  59  8.6 999 99.0 9999
2008 12 19 12 30  58  9.1 999 99.0 9999
2008 12 19 12 40  63  9.2 999 99.0 9999
2008 12 19 12 50  60  9.3  54 11.3 1247
2008 12 19 13 00  62  9.1 999 99.0 9999
2008 12 19 13 10  58  9.2 999 99.0 9999
2008 12 19 13 20  59  9.6 999 99.0 9999
2008 12 19 13 30  66  9.7 999 99.0 9999
2008 12 19 13 40  60  9.6 999 99.0 9999
2008 12 19 13 50  55  9.6  55 13.4 1317
2008 12 19 14 00  57  9.2 999 99.0 9999
2008 12 19 14 10  57  9.7 999 99.0 9999
2008 12 19 14 20  54  9.7 999 99.0 9999
2008 12 19 14 30  56  9.6 999 99.0 9999
2008 12 19 14 40  56  9.7 999 99.0 9999
2008 12 19 14 50  53  9.7  46 11.8 1403
2008 12 19 15 00  55  9.9 999 99.0 9999
2008 12 19 15 10  58  9.9 999 99.0 9999
2008 12 19 15 20  62  9.7 999 99.0 9999
2008 12 19 15 30  66  9.8 999 99.0 9999
2008 12 19 15 40  67 10.2 999 99.0 9999
2008 12 19 15 50  63 10.5  68 12.4 1528
2008 12 19 16 00  68 10.7 999 99.0 9999
2008 12 19 16 10  70 11.2 999 99.0 9999
2008 12 19 16 20  68 11.4 999 99.0 9999
2008 12 19 16 30  73 11.2 999 99.0 9999
2008 12 19 16 40  74 11.0 999 99.0 9999
2008 12 19 16 50  75 11.2  73 13.9 1648
2008 12 19 17 00  72 11.0 999 99.0 9999
2008 12 19 17 10  72 11.3 999 99.0 9999
2008 12 19 17 20  70 11.2 999 99.0 9999
2008 12 19 17 30  72 11.3 999 99.0 9999
2008 12 19 17 40  74 12.3 999 99.0 9999
2008 12 19 17 50  72 13.4  66 16.0 1749
2008 12 19 18 00  73 13.3 999 99.0 9999
2008 12 19 18 10  75 12.2 999 99.0 9999
2008 12 19 18 20  71 13.0 999 99.0 9999
2008 12 19 18 30  74 12.9 999 99.0 9999
2008 12 19 18 40  75 12.5 999 99.0 9999
2008 12 19 18 50  73 12.1  68 15.7 1817
2008 12 19 19 00  71 11.6 999 99.0 9999
2008 12 19 19 10  78 12.8 999 99.0 9999
2008 12 19 19 20  78 11.5 999 99.0 9999
2008 12 19 19 30  81 12.1 999 99.0 9999
2008 12 19 19 40  84 12.4 999 99.0 9999
2008 12 19 19 50  87 12.8  87 15.8 1947
2008 12 19 20 00  87 13.3 999 99.0 9999
2008 12 19 20 10  91 13.5 999 99.0 9999
2008 12 19 20 20  92 13.3 999 99.0 9999
2008 12 19 20 30  88 13.4 999 99.0 9999
2008 12 19 20 40  87 13.4 999 99.0 9999
2008 12 19 20 50  85 13.0  93 16.9 2008
2008 12 19 21 00  85 12.8 999 99.0 9999
2008 12 19 21 10  81 12.6 999 99.0 9999
2008 12 19 21 20  80 12.7 999 99.0 9999
2008 12 19 21 30  72 12.6 999 99.0 9999
2008 12 19 21 40  65 12.5 999 99.0 9999
2008 12 19 21 50  58 12.7  86 15.9 2055
2008 12 19 22 00  54 12.6 999 99.0 9999
2008 12 19 22 10  37 12.7 999 99.0 9999
2008 12 19 22 20  38 13.1 999 99.0 9999
2008 12 19 22 30  41 13.2 999 99.0 9999
2008 12 19 22 40  40 12.6 999 99.0 9999
2008 12 19 22 50  38 13.0  54 16.1 2152
2008 12 19 23 00  44 12.8 999 99.0 9999
2008 12 19 23 10  46 13.3 999 99.0 9999
2008 12 19 23 20  50 13.3 999 99.0 9999
2008 12 19 23 30  55 12.6 999 99.0 9999
2008 12 19 23 40  56 12.3 999 99.0 9999
2008 12 19 23 50  52 11.4  46 16.0 2309
2008 12 20 00 00  46 11.3 999 99.0 9999
2008 12 20 00 10  43 11.6 999 99.0 9999
2008 12 20 00 20  53 11.4 999 99.0 9999
2008 12 20 00 30  43 11.3 999 99.0 9999
2008 12 20 00 40  40 11.9 999 99.0 9999
2008 12 20 00 50  45 11.8  50 14.9 0001
2008 12 20 01 00  44 11.0 999 99.0 9999
2008 12 20 01 10  42 11.4 999 99.0 9999
2008 12 20 01 20  44 10.6 999 99.0 9999
2008 12 20 01 30  34  9.9 999 99.0 9999
2008 12 20 01 40  24  9.4 999 99.0 9999
2008 12 20 01 50  26  9.1  33 13.6 0104
2008 12 20 02 00  39  9.1 999 99.0 9999
2008 12 20 02 10  45  9.9 999 99.0 9999
2008 12 20 02 20  47 10.3 999 99.0 9999
2008 12 20 02 30  48 11.0 999 99.0 9999
2008 12 20 02 40  41 10.2 999 99.0 9999
2008 12 20 02 50  28  9.0  31 13.5 0233
2008 12 20 03 00  38  8.8 999 99.0 9999
2008 12 20 03 10  33  7.8 999 99.0 9999
2008 12 20 03 20  49  8.0 999 99.0 9999
2008 12 20 03 30  50  9.7 999 99.0 9999
2008 12 20 03 40  49  8.8 999 99.0 9999
2008 12 20 03 50  58  8.5  46 11.6 0326
2008 12 20 04 00  53  8.5 999 99.0 9999
2008 12 20 04 10  54  9.3 999 99.0 9999
2008 12 20 04 20  57 10.3 999 99.0 9999
2008 12 20 04 30  44  9.6 999 99.0 9999
2008 12 20 04 40  40  9.7 999 99.0 9999
2008 12 20 04 50  38  9.3  57 13.2 0413
2008 12 20 05 00  41  9.6 999 99.0 9999
2008 12 20 05 10  37  9.4 999 99.0 9999
2008 12 20 05 20  34  8.9 999 99.0 9999
2008 12 20 05 30  46  9.2 999 99.0 9999
2008 12 20 05 40  54 10.2 999 99.0 9999
2008 12 20 05 50  53 10.9  51 13.2 0549
2008 12 20 06 00  49 11.0 999 99.0 9999
2008 12 20 06 10  47 10.9 999 99.0 9999
2008 12 20 06 20  46 10.3 999 99.0 9999
2008 12 20 06 30  48 11.0 999 99.0 9999
2008 12 20 06 40  52 12.1 999 99.0 9999
2008 12 20 06 50  38 11.2  53 14.6 0637
2008 12 20 07 00  23 10.5 999 99.0 9999
2008 12 20 07 10  21 10.5 999 99.0 9999
2008 12 20 07 20  21 10.7 999 99.0 9999
2008 12 20 07 30  22 10.7 999 99.0 9999
2008 12 20 07 40  24  9.9 999 99.0 9999
2008 12 20 07 50  23  9.7  20 13.2 0715
2008 12 20 08 00  25  9.8 999 99.0 9999
2008 12 20 08 10  22 10.1 999 99.0 9999
2008 12 20 08 20  22 10.3 999 99.0 9999
2008 12 20 08 30  20 10.1 999 99.0 9999
2008 12 20 08 40  22  9.9 999 99.0 9999
2008 12 20 08 50  21  9.4  17 12.5 0821
2008 12 20 09 00  19  9.0 999 99.0 9999
2008 12 20 09 10  16  8.7 999 99.0 9999
2008 12 20 09 20  21  8.6 999 99.0 9999
2008 12 20 09 30  21  8.6 999 99.0 9999
2008 12 20 09 40  22  8.3 999 99.0 9999
2008 12 20 09 50  16  8.6  19 11.4 0915
2008 12 20 10 00  21  8.7 999 99.0 9999
2008 12 20 10 10  17  8.3 999 99.0 9999
2008 12 20 10 20  15  8.3 999 99.0 9999
2008 12 20 10 30  16  8.6 999 99.0 9999
2008 12 20 10 40  12  8.7 999 99.0 9999
2008 12 20 10 50  13  8.6  32 10.8 0951
2008 12 20 11 00  13  8.3 999 99.0 9999
2008 12 20 11 10  13  8.5 999 99.0 9999
2008 12 20 11 20  17  9.0 999 99.0 9999
2008 12 20 11 30  12  8.9 999 99.0 9999
2008 12 20 11 40  20  8.8 999 99.0 9999
2008 12 20 11 50  21  9.1  12 11.0 1052
2008 12 20 12 00  16  9.3 999 99.0 9999
2008 12 20 12 10  13  9.3 999 99.0 9999
2008 12 20 12 20  13  8.9 999 99.0 9999
2008 12 20 12 30  10  8.8 999 99.0 9999
2008 12 20 12 40  13  8.8 999 99.0 9999
2008 12 20 12 50   8  9.0  12 11.5 1207
2008 12 20 13 00  11  7.9 999 99.0 9999
2008 12 20 13 10   8  7.9 999 99.0 9999
2008 12 20 13 20   9  7.8 999 99.0 9999
2008 12 20 13 30  10  8.0 999 99.0 9999
2008 12 20 13 40  14  8.5 999 99.0 9999
2008 12 20 13 50  15  8.2  16 10.7 1349
2008 12 20 14 00  17  8.6 999 99.0 9999
2008 12 20 14 10  16  8.6 999 99.0 9999
2008 12 20 14 20  13  8.7 999 99.0 9999
2008 12 20 14 30  15  8.2 999 99.0 9999
2008 12 20 14 40  14  8.8 999 99.0 9999
2008 12 20 14 50  15  8.9   6 11.5 1409
2008 12 20 15 00  17  8.5 999 99.0 9999
2008 12 20 15 10  17  8.9 999 99.0 9999
2008 12 20 15 20  16  9.0 999 99.0 9999
2008 12 20 15 30  17  8.6 999 99.0 9999
2008 12 20 15 40  20  8.3 999 99.0 9999
2008 12 20 15 50  20  8.2  24 11.4 1515
2008 12 20 16 00  11  8.0 999 99.0 9999
2008 12 20 16 10   8  7.6 999 99.0 9999
2008 12 20 16 20   8  7.3 999 99.0 9999
2008 12 20 16 30   6  6.9 999 99.0 9999
2008 12 20 16 40   2  6.6 999 99.0 9999
2008 12 20 16 50   4  6.7  27  9.8 1551
2008 12 20 17 00 357  6.9 999 99.0 9999
2008 12 20 17 10   1  6.9 999 99.0 9999
2008 12 20 17 20   2  7.0 999 99.0 9999
2008 12 20 17 30   7  7.2 999 99.0 9999
2008 12 20 17 40   6  7.6 999 99.0 9999
2008 12 20 17 50   4  7.5 359 10.1 1740
2008 12 20 18 00   6  7.6 999 99.0 9999
2008 12 20 18 10   8  7.7 999 99.0 9999
2008 12 20 18 20   8  7.6 999 99.0 9999
2008 12 20 18 30  17  7.9 999 99.0 9999
2008 12 20 18 40   7  7.8 999 99.0 9999
2008 12 20 18 50  12  7.5  13  9.9 1827
2008 12 20 19 00  12  7.5 999 99.0 9999
2008 12 20 19 10  13  7.2 999 99.0 9999
2008 12 20 19 20   6  7.3 999 99.0 9999
2008 12 20 19 30   2  7.3 999 99.0 9999
2008 12 20 19 40  10  7.4 999 99.0 9999
2008 12 20 19 50   5  7.2 357 10.7 1930
2008 12 20 20 00   8  7.5 999 99.0 9999
2008 12 20 20 10   6  7.4 999 99.0 9999
2008 12 20 20 20   8  7.2 999 99.0 9999
2008 12 20 20 30   4  7.5 999 99.0 9999
2008 12 20 20 40   9  7.8 999 99.0 9999
2008 12 20 20 50   8  8.3  11 10.8 2048
2008 12 20 21 00   5  8.5 999 99.0 9999
2008 12 20 21 10  13  8.2 999 99.0 9999
2008 12 20 21 20  11  8.5 999 99.0 9999
2008 12 20 21 30  14  8.8 999 99.0 9999
2008 12 20 21 40  13  9.0 999 99.0 9999
2008 12 20 21 50  17  8.8  13 11.1 2128
2008 12 20 22 00  10  8.9 999 99.0 9999
2008 12 20 22 10  11  9.4 999 99.0 9999
2008 12 20 22 20  14  9.2 999 99.0 9999
2008 12 20 22 30  16  9.5 999 99.0 9999
2008 12 20 22 40  15  9.5 999 99.0 9999
2008 12 20 22 50  15  9.4  16 11.9 2245
2008 12 20 23 00  23  9.4 999 99.0 9999
2008 12 20 23 10  19  9.7 999 99.0 9999
2008 12 20 23 20  23 10.0 999 99.0 9999
2008 12 20 23 30  24 10.2 999 99.0 9999
2008 12 20 23 40  31  9.8 999 99.0 9999
2008 12 20 23 50  30  9.7  30 12.5 2314
2008 12 21 00 00  23  9.0 999 99.0 9999
2008 12 21 00 10  20  9.1 999 99.0 9999
2008 12 21 00 20  21  9.3 999 99.0 9999
2008 12 21 00 30  24  8.7 999 99.0 9999
2008 12 21 00 40  29  8.3 999 99.0 9999
2008 12 21 00 50  26  8.4  19 11.5 0013
2008 12 21 01 00  25  8.6 999 99.0 9999
2008 12 21 01 10  29  8.9 999 99.0 9999
2008 12 21 01 20  31  9.0 999 99.0 9999
2008 12 21 01 30  30  8.8 999 99.0 9999
2008 12 21 01 40  32  8.3 999 99.0 9999
2008 12 21 01 50  34  8.7  40 11.7 0105
2008 12 21 02 00  36  8.7 999 99.0 9999
2008 12 21 02 10  42  9.1 999 99.0 9999
2008 12 21 02 20  39  9.4 999 99.0 9999
2008 12 21 02 30  40  9.2 999 99.0 9999
2008 12 21 02 40  38  8.5 999 99.0 9999
2008 12 21 02 50  34  8.4  38 12.1 0208
2008 12 21 03 00  32  8.0 999 99.0 9999
2008 12 21 03 10  33  8.0 999 99.0 9999
2008 12 21 03 20  34  8.1 999 99.0 9999
2008 12 21 03 30  35  7.4 999 99.0 9999
2008 12 21 03 40  32  7.9 999 99.0 9999
2008 12 21 03 50  29  8.1  34 10.2 0305
2008 12 21 04 00  30  8.3 999 99.0 9999
2008 12 21 04 10  31  8.1 999 99.0 9999
2008 12 21 04 20  32  8.2 999 99.0 9999
2008 12 21 04 30  31  8.4 999 99.0 9999
2008 12 21 04 40  33  8.5 999 99.0 9999
2008 12 21 04 50  35  8.8  38 10.8 0449
2008 12 21 05 00  36  9.1 999 99.0 9999
2008 12 21 05 10  37  9.3 999 99.0 9999
2008 12 21 05 20  42  9.8 999 99.0 9999
2008 12 21 05 30  43  9.7 999 99.0 9999
2008 12 21 05 40  40  9.8 999 99.0 9999
2008 12 21 05 50  40  9.4  37 12.3 0532
2008 12 21 06 00  38 10.1 999 99.0 9999
2008 12 21 06 10  39  9.8 999 99.0 9999
2008 12 21 06 20  40  9.7 999 99.0 9999
2008 12 21 06 30  41  9.9 999 99.0 9999
2008 12 21 06 40  45  9.9 999 99.0 9999
2008 12 21 06 50  43 10.1  41 12.2 0624
2008 12 21 07 00  47 10.2 999 99.0 9999
2008 12 21 07 10  47 10.5 999 99.0 9999
2008 12 21 07 20  51 10.7 999 99.0 9999
2008 12 21 07 30  54 11.1 999 99.0 9999
2008 12 21 07 40  54 11.5 999 99.0 9999
2008 12 21 07 50  58 11.8  55 13.9 0733
2008 12 21 08 00  61 11.7 999 99.0 9999
2008 12 21 08 10  65 12.4 999 99.0 9999
2008 12 21 08 20  73 13.4 999 99.0 9999
2008 12 21 08 30  76 11.8 999 99.0 9999
2008 12 21 08 40  67 10.7 999 99.0 9999
2008 12 21 08 50  80 10.9  74 15.5 0815
2008 12 21 09 00  82 11.2 999 99.0 9999
2008 12 21 09 10  83 11.4 999 99.0 9999
2008 12 21 09 20  78 11.1 999 99.0 9999
2008 12 21 09 30  74 10.5 999 99.0 9999
2008 12 21 09 40  71 10.6 999 99.0 9999
2008 12 21 09 50  52 10.7  79 14.2 0900
2008 12 21 10 00  53 10.4 999 99.0 9999
2008 12 21 10 10  50  9.9 999 99.0 9999
2008 12 21 10 20  50  9.5 999 99.0 9999
2008 12 21 10 30  58 10.6 999 99.0 9999
2008 12 21 10 40  68 11.5 999 99.0 9999
2008 12 21 10 50  76 12.7  74 15.1 1047
2008 12 21 11 00  83 12.8 999 99.0 9999
2008 12 21 11 10  88 13.6 999 99.0 9999
2008 12 21 11 20  93 13.3 999 99.0 9999
2008 12 21 11 30  96 14.2 999 99.0 9999
2008 12 21 11 40  95 13.8 999 99.0 9999
2008 12 21 11 50  97 13.5  94 17.4 1124
2008 12 21 12 00  99 12.5 999 99.0 9999
2008 12 21 12 10 103 13.5 999 99.0 9999
2008 12 21 12 20 102 13.0 999 99.0 9999
